Flow_ID,Source_IP,Source_Port,Destination_IP,Destination_Port,Protocol,Timestamp,Flow_Duration,Total_Fwd_Packets,Total_Backward_Packets,Total_Length_of_Fwd_Packets,Total_Length_of_Bwd_Packets,Fwd_Packet_Length_Max,Fwd_Packet_Length_Min,Fwd_Packet_Length_Mean,Fwd_Packet_Length_Std,Bwd_Packet_Length_Max,Bwd_Packet_Length_Min,Bwd_Packet_Length_Mean,Bwd_Packet_Length_Std,Flow_Bytes/s,Flow_Packets/s,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Total,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Total,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_PSH_Flags,Bwd_PSH_Flags,Fwd_URG_Flags,Bwd_URG_Flags,Fwd_Header_Length,Bwd_Header_Length,Fwd_Packets/s,Bwd_Packets/s,Min_Packet_Length,Max_Packet_Length,Packet_Length_Mean,Packet_Length_Std,Packet_Length_Variance,FIN_Flag_Count,SYN_Flag_Count,RST_Flag_Count,PSH_Flag_Count,ACK_Flag_Count,URG_Flag_Count,CWE_Flag_Count,ECE_Flag_Count,Down/Up_Ratio,Average_Packet_Size,Avg_Fwd_Segment_Size,Avg_Bwd_Segment_Size,Fwd_Header_Length.1,Fwd_Avg_Bytes/Bulk,Fwd_Avg_Packets/Bulk,Fwd_Avg_Bulk_Rate,Bwd_Avg_Bytes/Bulk,Bwd_Avg_Packets/Bulk,Bwd_Avg_Bulk_Rate,Subflow_Fwd_Packets,Subflow_Fwd_Bytes,Subflow_Bwd_Packets,Subflow_Bwd_Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active_Mean,Active_Std,Active_Max,Active_Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min,Label
192.168.10.15-192.35.249.127-54894-80-6,192.35.249.127,-1.6502876439982277,192.168.10.15,2.06895281245599,-0.85488145065258,03/07/2017 04:46:44,-0.3613547328629564,-0.009402142492445652,-0.009816159978003948,-0.08355540044870313,-0.006690039447830557,-0.4119656942407999,-0.39359161602196724,-0.4865541301249061,-0.3921311166530234,-0.517287212653676,-0.6674313893299796,-0.5948878732051704,-0.4760406802384706,0.09703275780132678,2.5593812447234257,-0.20914762671641143,-0.25432072889908824,-0.30825597700990137,-0.07563387439000308,-0.3533501351939745,-0.2065238619562758,-0.2673098919564618,-0.2987918762251274,-0.14618631149159814,-0.3299260629885166,-0.18707182743572087,-0.2249436743064066,-0.2614103886558439,-0.13170711004428967,-0.26178224835450364,0.0,0.0,0.0,0.003669439882053796,0.004920610648282876,2.6544886345262366,-0.16979053793297016,-0.5461408326205295,-0.5251165010417664,-0.603119544543893,-0.5733107824542205,-0.3520399401534003,-0.15325605373526166,-0.26178224835450364,-0.011657498087933678,-0.5752611769617604,1.5043649208986418,-0.3691752109982063,0.0,-0.011738184855493418,-1.1560766761927919,-0.6476541304518386,-0.486554130124906,-0.5948878732051703,0.003669439882053796,0.0,0.0,0.0,0.0,0.0,0.0,-0.009402142492445652,-0.08355540044870313,-0.009816159978003948,-0.006690039447830557,-0.1958692307316153,-0.3015643339128964,-0.007528772152475665,0.006577055147441353,-0.116541811404835,-0.10882848418272495,-0.14135206238381134,-0.08772121851273838,-0.26706929652572176,-0.09328738949491987,-0.2700770852948226,-0.25715846116900026,BENIGN
172.16.0.1-192.168.10.50-48056-80-6,172.16.0.1,0.28007788756946417,192.168.10.50,-0.35646779436691384,-0.6426571226530247,5/7/2017 10:44,1.2978684197776158,-0.0020830232278969477,-0.005297950859242187,-0.022730777912779648,-0.0024102527725605254,0.2905145856306487,-0.2941575381732983,-0.05507184912317256,0.27160537312818817,1.580147322330381,-0.5238475310321834,2.215858749167637,1.607372822364375,-0.05833337107536084,-0.307981090676061,0.7963126710112979,1.468042099850975,1.5759237347226067,-0.060562521796459066,1.301215362795918,0.6189242363020424,1.4046782696002125,1.5766511801026224,-0.11625330731812854,-0.4119456656212884,-0.27267041095397726,-0.3230056386950859,-0.35133178581116203,-0.11429563349608034,-0.2099092670437254,0.0,0.0,0.0,0.0006352498179828347,-0.0041266058456606546,-0.29840111793797414,-0.13106832552562708,-0.49865591388791697,1.5437465666738852,1.5701792416093348,1.5780166660833341,1.2627681676870333,-0.32831760026585566,-0.2099092670437254,-0.018382860508106686,-0.4901329671332086,1.1798915765637252,-0.26658450935884814,0.0,-0.018422111550696067,-0.9758835188028924,1.5530144057455162,-0.05507184912317256,2.2158587491675914,0.0006352498179828347,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020830232278969477,-0.022730777912779648,-0.005297950859242187,-0.0024097994263491455,-0.4234069639123437,-0.1697325263892855,-0.005762895380209037,-1.0694161079304594,-0.12883030304553686,-0.10039716166420731,-0.1468684073276257,-0.1011047433560858,1.6075841190565137,-0.1056877356233758,1.5819293137166632,1.6194781785884105,DoS Hulk
172.16.0.1-192.168.10.50-38750-84-6,172.16.0.1,-0.2925612457682518,192.168.10.50,-0.517660324230284,-0.5145548412596712,7/7/2017 2:54,-0.24536550507878302,-0.12673695620554157,-0.08909892953149494,-0.1251168774813702,-0.05298884161111653,-0.24722868414269997,-0.4271036982511932,-0.30796505841209454,-0.20978921840164574,-0.3067171092994483,-0.39621426685450617,-0.34519866713022795,-0.2834694788850501,-0.038173715044798974,-0.08762223937570426,-0.16165806977507638,-0.1746624159043133,-0.20159297041226212,-0.030196734358592305,-0.2411012206000702,-0.13029693141678794,-0.19748598785694005,-0.19662682284074617,-0.07761962347735642,-0.23377006164978653,-0.127708959852494,-0.1670528467622202,-0.18016313240921578,-0.08363269907839933,-0.1464375455911038,0.0,0.0,0.0,-0.10298993343797835,-0.09617986598800067,-0.11665460036559193,0.02592007802601896,-0.5394607064785291,-0.3153934628854496,-0.37583428994235013,-0.3271004568106239,-0.2180260027621424,-0.09363945013102755,-0.1464375455911038,-0.008562272085893996,0.7166274660191078,-0.37642938481178223,-0.21623376968957403,0.0,-0.008562272085893996,0.33178622982155703,-0.4018532031726789,-0.30796505841209454,-0.34519866713018227,-0.10298993343797835,0.0,0.0,0.0,0.0,0.0,0.0,-0.12673695620554157,-0.1251168774813702,-0.08909892953149494,-0.05298884161111653,1.2648989683103413,-0.1738219434738894,-0.11603558362962448,1.3630968235668843,-0.07317002498133261,-0.08749340400834565,-0.10603523433264643,-0.05141635069254574,-0.18462530196961152,-0.05029033126410766,-0.18543781587330588,-0.1794409092299946,PortScan
172.16.0.1-192.168.10.50-51897-80-6,172.16.0.1,0.5915507507127333,192.168.10.50,-0.4454427084193224,-0.41227984473488427,7/7/2017 4:08,-0.25831684721217274,0.13778585128939722,0.019635810028523513,-0.2737333275888527,0.14397494072398925,-0.27816718151919567,-0.17071822173916368,-0.3123138059579539,-0.26186525853100884,1.2089722677367738,-0.3311946674606644,1.2771795667421892,1.2102379755340902,-0.034580761195124814,-0.12371215860799316,-0.31254592058038455,-0.3129424499307595,-0.27767590323757857,-0.03700232059039177,-0.2334963189602297,-0.2029743226225807,-0.25472129185426434,-0.25170287449773576,-0.054596517536738616,-0.2948307174059748,-0.20209472521786076,-0.28662054937107556,-0.2772494148673085,-0.056173916558589665,-0.18537897232251654,0.0,0.0,0.0,0.10771094437234328,0.010180477856058048,-0.11398392293176597,-0.08248350119164521,-0.5119739318146785,1.0461024982337355,0.6835485710482619,0.9175733683004085,0.5527014739172096,-0.05175261811144783,-0.18537897232251654,-0.010937062890154975,-0.735678910074735,0.991122186197592,-0.4047192620776269,0.0,-0.010937062890154975,-0.7029933532116818,0.6346362329769417,-0.3123138059579539,1.2771795667421768,0.10771094437234328,0.0,0.0,0.0,0.0,0.0,0.0,0.13778585128939722,-0.2737333275888527,0.019635810028523513,0.14397494072398925,-0.49664370477386,-0.08612899614113899,0.13760941906808036,-0.35583625315278067,2.1996687752334396,-0.06151242669800935,1.9238442037071217,2.2471837643024855,-0.19433314372931135,-0.2831385417055545,-0.252691439646519,-0.084713389063413,DDoS
172.16.0.1-192.168.10.50-45356-80-6,172.16.0.1,0.14186511538444108,192.168.10.50,-0.35646779436691384,-0.6426571226530247,5/7/2017 11:19,-0.47366890998306366,-0.0020830232278969477,-0.0042819137272113745,-0.007318041859882198,-0.0023937437677755747,0.45780022024547007,-0.2941575381732983,0.020255451653359503,0.43079226429978057,1.5985103947762638,-0.5238475310321834,1.7389242900742203,1.7228005497205843,-0.05828524677985177,-0.30797597239477303,-0.3407984011995436,-0.45257846949891695,-0.4660611188021117,-0.06056170508986574,-0.5845073637676294,-0.4238058855935023,-0.49857151689889323,-0.5217794945571244,-0.11625296897968052,-0.18347593465515308,-0.1144643263697396,-0.1170483213119822,-0.16447757854527478,-0.11431018701253622,-0.2099092670437254,0.0,0.0,0.0,0.0014023684689866414,-0.0025013988511265175,-0.2983981870197221,-0.13104520669652384,-0.49865591388791697,1.5619671116722342,1.439086727157742,1.6332693095881088,1.3509424227194455,-0.32831760026585566,-0.2099092670437254,-0.018382860508106686,2.0402626777974304,-0.8475355022979026,-0.26658450935884814,0.0,-0.018422111550696067,-0.9758835188028924,1.4109198048202958,0.020255451653359503,1.7389242900741817,0.0014023684689866414,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020830232278969477,-0.007318041859882198,-0.0042819137272113745,-0.002393288782891107,2.0136579151303997,-0.1697325263892855,-0.007161177370165572,0.8286177725751442,-0.13164743427428266,-0.10039716166420731,-0.14867175941483973,-0.10436696462124426,-0.5799892009305393,-0.1056877356233758,-0.5852499757351534,-0.5707897826799133,DoS GoldenEye
172.16.0.1-192.168.10.50-52160-21-6,172.16.0.1,0.48931577448059593,192.168.10.50,-0.4536812570806463,-0.8992857804590909,4/7/2017 9:19,-0.36470440683816246,-0.011303014440881616,-0.011011527289788442,-0.09093223675875442,-0.008326462938135593,-0.3372791143469646,-0.5285308833777508,-0.36687849624383084,-0.272583716648383,-0.48338460253931004,-0.6833625008806639,-0.5471936482390147,-0.4466256251930692,-0.056440732850221026,-0.19107784110071646,-0.21096849971285314,-0.2525304378271036,-0.29678432414719663,-0.05667402380260984,-0.35677975897447783,-0.1991468641754888,-0.27204538253095845,-0.28959810343251235,-0.1313935503479299,-0.3431232606296216,-0.18952178209117482,-0.2305544093077444,-0.26300449742289445,-0.13061177748320152,3.932942359375685,0.0,0.0,0.0,0.0028409437101964935,0.0032634687601534526,-0.1935037234582578,-0.021823471317472948,-0.7583869262483022,-0.476780940668798,-0.5282004823639078,-0.5003115697452503,-0.31925589407280314,-0.13683847849187988,3.932942359375685,-0.018344146828136735,-0.565954193539284,1.558333525549341,-0.3606273769147104,0.0,-0.018405213055600618,-1.286302622727495,-0.5694417361890042,-0.36687849624383084,-0.5471936482389432,0.0028409437101964935,0.0,0.0,0.0,0.0,0.0,0.0,-0.011303014440881616,-0.09093223675875442,-0.011011527289788442,-0.008326784133127535,-0.4599385878697052,-0.2865163288203744,-0.33016417858836605,0.0049690747754674025,-0.11708740062176529,-0.12968313938616674,-0.15640735769542458,-0.08546707860783788,-0.26172070984750206,-0.07552231954011969,-0.26344855762137853,-0.2534809183200988,FTP-Patator
172.16.0.1-192.168.10.50-46468-22-6,172.16.0.1,0.2517825022968657,192.168.10.50,-0.4536300343982451,-0.8992857804590909,4/7/2017 2:10,0.11578301874556474,0.010609729492516342,0.015435250293443465,0.26031438528034434,-0.007281058019485077,0.9877229456346652,-0.5285308833777508,0.4160077247306744,0.6143493442961767,0.6235954154047162,-0.6833625008806639,-0.27168624290110316,0.3282273009103291,-0.05947111698948098,-0.2568012691135402,-0.14674608526490984,-0.12482413428468066,-0.11042224375161933,-0.056685591279480675,0.044257238848138876,-0.13691889913514055,3.386995400122838e-05,-0.09809390968454265,-0.13132332080267858,0.15310882577134727,-0.14109451818763213,0.03030353504733586,-0.06654318574553024,-0.13060656323556408,-0.25426256187460106,0.0,0.0,0.0,0.0028525887297418274,0.003544924500677724,-0.23859675408660205,-0.16437620189896474,-0.7583869262483022,0.5397179526656268,-0.1029014325020672,0.21373549108093165,-0.18099017370318127,-0.13683847849187988,-0.25426256187460106,-0.018344146828136735,1.7669274499873246,-0.6417111507932687,-0.3606273769147104,0.0,-0.018405213055600618,0.5848153821766396,-0.1606137201441901,0.4160077247306744,-0.27168624290109294,0.0028525887297418274,0.0,0.0,0.0,0.0,0.0,0.0,0.010609729492516342,0.26031438528034434,0.015435250293443465,-0.007281261883223204,1.3960762997224931,-0.26116849628614036,2.19939384683568,0.0049690747754674025,-0.11708740062176529,-0.12968313938616674,-0.15640735769542458,-0.08546707860783788,-0.26172070984750206,-0.07552231954011969,-0.26344855762137853,-0.2534809183200988,SSH-Patator
172.16.0.1-192.168.10.50-54186-80-6,172.16.0.1,0.5938720703450907,192.168.10.50,-0.35646779436691384,-0.6426571226530247,5/7/2017 10:06,-0.6547634950101966,-0.011451250801077529,-0.009362099387365435,-0.08876218394992978,-0.007583817920709245,-0.37365907259255315,-0.1375079428934872,-0.33338640251857,-0.3665967006441751,-0.6356634194727897,-0.5238475310321834,-0.6921456634711933,-0.5998378249390774,-0.05303671949738171,-0.18647927353252314,-0.44725189298047885,-0.5823062807929801,-0.5962767241312243,-0.06054891001990364,-0.6486944191531464,-0.45934285045254675,-0.5633500398215656,-0.5931572956330646,-0.11625342009761122,-0.41568386256614687,-0.2759193892963287,-0.3280723975800825,-0.3556256959817768,-0.11431635375679718,4.763963087878793,0.0,0.0,0.0,-0.013428592117086954,-0.011033735572430738,-0.2370772423075308,0.5030850003139042,-0.49865591388791697,-0.6518291056271537,-0.7393555801618314,-0.6620224547120377,-0.507517563602275,-0.32831760026585566,4.763963087878793,-0.018382860508106686,-0.4901329671332086,1.1798915765637252,-0.26658450935884814,0.0,-0.018422111550696067,0.7762473532840435,-0.7478304052837346,-0.33338640251857,-0.6921456634711959,-0.013428592117086954,0.0,0.0,0.0,0.0,0.0,0.0,-0.011451250801077529,-0.08876218394992978,-0.009362099387365435,-0.007583878099212893,-0.42719829073101634,-0.1697325263892855,-0.008559459360122108,0.8286177725751442,-0.13164743427428266,-0.10039716166420731,-0.14867175941483973,-0.10436696462124426,-0.5799892009305393,-0.1056877356233758,-0.5852499757351534,-0.5707897826799133,DoS slowloris
172.16.0.1-192.168.10.50-49494-80-6,172.16.0.1,0.353688986236895,192.168.10.50,-0.35646779436691384,-0.6426571226530247,5/7/2017 10:33,0.8210231633962486,-0.0034213414526370308,-0.010378136519396246,-0.09006009856491062,-0.007583817920709245,-0.38690941988877664,-0.2941575381732983,-0.38413321567328634,-0.3665967006441751,-0.6356634194727897,-0.5238475310321834,-0.6921456634711933,-0.5998378249390774,-0.058338231708066596,-0.30798122937036926,1.4290805980415944,0.4301064050851553,0.2397852253429244,0.21152219082784549,0.8265970345757021,0.4920692849191496,0.18012732151555058,0.24198481553139042,-0.003536304474066649,-0.41568386256614687,-0.2759193892963287,-0.3280723975800825,-0.3556256959817768,-0.11431635375679718,-0.2099092670437254,0.0,0.0,0.0,0.002425193336991717,-0.012658942566964874,-0.2984010706819085,-0.13107026197266589,-0.49865591388791697,-0.6548658631268784,-0.7538038793300769,-0.6679179407523372,-0.5075297616794724,-0.32831760026585566,-0.2099092670437254,-0.018382860508106686,2.0402626777974304,-0.8475355022979026,-0.26658450935884814,0.0,-0.018422111550696067,-0.9758835188028924,-0.7679284953525318,-0.38413321567328634,-0.6921456634711959,0.002425193336991717,0.0,0.0,0.0,0.0,0.0,0.0,-0.0034213414526370308,-0.09006009856491062,-0.010378136519396246,-0.007583878099212893,2.0136579151303997,-0.20199522681292803,-0.008559459360122108,2.0939736929122135,9.87443306662983,-0.10039716166420731,6.256598244343693,11.482614947282524,-0.08949014716845431,2.6123314929979924,0.2488801824351501,-0.3604840347965598,DoS Slowhttptest
192.168.10.9-205.174.165.73-6480-8080-6,192.168.10.9,-1.32113099007693,205.174.165.73,0.07930502993607734,-0.9995355778407203,7/7/2017 12:51,-0.3459326457370225,-0.009862527179508335,-0.009064684154697192,-0.07571132768906298,-0.008558619729812646,-0.3151038289738716,-0.5702196892317305,-0.44328002571348424,-0.3128265827667292,-0.49103560029159027,-0.6641075357557066,-0.5829118640308386,-0.4420030110283471,-0.071853533890052,-0.24512514768934415,-0.17941517317526365,-0.2213000780314454,-0.27752396985533684,-0.04900762793800859,-0.3381820423688793,-0.15692318274817985,-0.27697936453408734,-0.2685776954754818,-0.08850356176831044,-0.3172050214412441,-0.1487179816113943,-0.23256179961881676,-0.23478271707932655,-0.0911380605998943,-0.23173806124000437,0.0,0.0,0.0,-0.010042725472486986,-0.010518735414854331,-0.22628854827612668,-0.1656060831124947,-0.8101854919410808,-0.47486876078532253,-0.6306922812629002,-0.5315919666279907,-0.2697049625837323,-0.11454562803579402,-0.23173806124000437,-0.015853430869136483,1.8470510595915473,-0.5952807097707707,-0.33227470912857077,0.0,-0.015853430869136483,0.601226567622159,-0.697822083211487,-0.44328002571348424,-0.5829118640306736,-0.010042725472486986,0.0,0.0,0.0,0.0,0.0,0.0,-0.009862527179508335,-0.07571132768906298,-0.009064684154697192,-0.008558525102385054,0.14872775417425732,-0.2309934880313514,-0.009869445007217223,0.37843497196223985,-0.09902109732345624,-0.10919906774552164,-0.13758557710086297,-0.07327377726475172,-0.282155691703649,-0.08077202509550034,-0.2842589221752537,-0.2733198544662417,Bot
